smiles	pred_logP	target_logP
CCCCCC(CC1(CC2(CN)CC2)CC1)C1CC1	2.5015461444854736	[2.25,2.75]
CCCC1CCCC1C(CCC(C)(N)CCC=O)C1CC1	2.4763383865356445	[2.25,2.75]
CC(CC1(C)CC1)C(N)CC=CC=N	2.6577351093292236	[2.25,2.75]
N=CCC1CC2CCCC2C2CCCC12	2.496227741241455	[2.25,2.75]
CCC(CCC(C)C1C(C)C1(CN)N=CCCC1CC1)CC1CCC1	2.5032429695129395	[2.25,2.75]
C=CCC(CC)CC1(C2CCC2N)CCC1	2.5128135681152344	[2.25,2.75]
CCC1(CC(CCC2CC2)C2CC2)CC1OC=CCC(C)C	2.483309268951416	[2.25,2.75]
CC(N)C(CC1(CC=CC(=O)C=N)CCC1)C1CCC1	2.4763669967651367	[2.25,2.75]
NCC1(C(CCC2CC2)C(C=O)CC2CCCC2)CC1	2.4183764457702637	[2.25,2.75]
CCCC(CC1(C)CC1)C1(N)CC1	2.5138375759124756	[2.25,2.75]
C=CCC1(C=C)CCC1	2.4005026817321777	[2.25,2.75]
CCCC(C)(C)C1CCC1(C=CN)CN	2.6529979705810547	[2.25,2.75]
CSC(CC(C)(C)CC1CCC1)=NI	2.4176642894744873	[2.25,2.75]
CCCC(CC(C)(CS)C1CCCC1Cl)C1CC1	2.623945474624634	[2.25,2.75]
CCCCC1(CCC2(C)CC2)CC1	2.4429550170898438	[2.25,2.75]
CCC(C)CC(C)(C)CCC1CC1C	2.4737772941589355	[2.25,2.75]
N=CC=NCC1(C=S)CC(CC2CCC2)C1NC1CC1	2.4743103981018066	[2.25,2.75]
CC1(CC2CCC2[SH]=O)CC1	2.476464033126831	[2.25,2.75]
CCCC1(CC2(CC=CN)CCC2)CCC1	2.4539613723754883	[2.25,2.75]
CC(C)(C=NF)CC1CCCC1C1CCCC1	2.4520113468170166	[2.25,2.75]
CC(C)CC(CCC1(CC2CCC2)CC1)C1CC1	2.3744821548461914	[2.25,2.75]
CC1C(C=CSC2CC2)C1(CS)CC(N)=O	2.5511980056762695	[2.25,2.75]
CC(CC(=O)F)CC(CN)C1CCC1CC12CC1CCN2	2.5397400856018066	[2.25,2.75]
CCCC(C=O)C1(C(CC)CN)CC1	2.4237401485443115	[2.25,2.75]
CC(C(CC1CC1)NS)C(CC(CO)C1CC1)C1(N)CC1	2.507237434387207	[2.25,2.75]
CC1C(S)C(C2(CN)CCC2)C1N=CCC1(C)CC1	2.5906174182891846	[2.25,2.75]
CC(Cl)(CN)CC1C(CC2CC2)CC(N=N)C1CC1CC1	2.611945629119873	[2.25,2.75]
C#CCCCC1(CC(C)S)CCC1	2.6063599586486816	[2.25,2.75]
CC(C)CC(C)(CC1CCCC1)CC1(CC=O)CC1	2.5123801231384277	[2.25,2.75]
CCCC=CCC1(CCC)CCC1	2.6359705924987793	[2.25,2.75]
C1CC(CC(C2CC2)C2CC2CCC2CC2)C1	2.4843907356262207	[2.25,2.75]
C=CC1CCCC1CC(CC)CCC	2.397688150405884	[2.25,2.75]
CCC(CCC1CCC1)C1(CCC(C)C)CCC1	2.480440855026245	[2.25,2.75]
C=CSC=CC(=O)C1CC(C=O)C1C=C	2.4973795413970947	[2.25,2.75]
C=CC(C)(C)CCC1CC1C	2.4786810874938965	[2.25,2.75]
C=CC=CC=CC=NC=O	2.5025150775909424	[2.25,2.75]
CC1(CC2C(N)C2CC2CCC2)CC1	2.520181894302368	[2.25,2.75]
CC(C)CCC(C)(CN)CC1CCC1C1(CN)CC1C	2.4840192794799805	[2.25,2.75]
CCCCC1CCC1(CN)C1CCCC1C	2.508636474609375	[2.25,2.75]
C=CCC(N)(CCC1CC1)CC(CC=N)CCC1(C)CC1	2.4780006408691406	[2.25,2.75]
C=CCC1(CCC2CC2)CC1C	2.6601145267486572	[2.25,2.75]
C1CC(CC2(CC3CC3CC3CC3)CCC2)C1	2.4403982162475586	[2.25,2.75]
CCCC1(C)CC(C)C1C=N	2.5261781215667725	[2.25,2.75]
CC1CC1CC(CC1CCCC1CC1CC1)C1CC1	2.5499019622802734	[2.25,2.75]
CCCCC1(CC(C)CC(CCC2CCC2)C2CC2)CC1	2.4832167625427246	[2.25,2.75]
C=CC(N)=CCCC	2.5490880012512207	[2.25,2.75]
CC(CCCC1(C)CC1)C(CN)CC=CF	2.5477633476257324	[2.25,2.75]
C=CC(=S)C=CCCC(N)C1CC1	2.4826676845550537	[2.25,2.75]
CCCCC(C)CC1CCC1CC1(C)CC1	2.4893410205841064	[2.25,2.75]
N=CC1CCC1C1C(O)CCC1C1CCC1	2.6080126762390137	[2.25,2.75]
CCCCC(C1CC1)C(CC1CCCC1S)C1CC1	2.3921327590942383	[2.25,2.75]
CCC(C)CC1(CC=O)CC1C	2.621976375579834	[2.25,2.75]
CCCC(C)=CCCC1CCCC1NC	2.585477828979492	[2.25,2.75]
CCC(F)CC1CCCC1C1CCCC1	2.507793426513672	[2.25,2.75]
C=CNCCCC1(C=CC(=O)CCC2CC2)CCC1	2.3913025856018066	[2.25,2.75]
C=CC(CCC)C(CCC1(C)CC1)NNF	2.477958917617798	[2.25,2.75]
C=CCC(CC)CC1(CC2CCCC2)CC1	2.340116024017334	[2.25,2.75]
C=CCC(C)(Br)CCC1(CC=S)CC1	2.4922525882720947	[2.25,2.75]
CCCCCC(C1CC1)C1CCC(C=CC=NN)C1N=CN	2.636162757873535	[2.25,2.75]
C=CN=CC1CCC1(C)CCC1CCC1	2.5128066539764404	[2.25,2.75]
C=CC1CCCC1C1C(C=N)CC1NC1CC1N	2.6126298904418945	[2.25,2.75]
C=CC(=O)C(C=O)=CC(CC(=O)CC1CC1)C1CCCC1	2.43404483795166	[2.25,2.75]
CC1CC1CCC(C)C1(CCC2CCC2)CCC1	2.452664852142334	[2.25,2.75]
C=CC1CCCC1NC1C(N)CCC1CC1CC1C	2.5227625370025635	[2.25,2.75]
CCCCC1(C(CC=O)CCC2CCC2)CC1	2.5018863677978516	[2.25,2.75]
CC(C)CCC1(CC2(N)CC2C)CCC1	2.457141876220703	[2.25,2.75]
CCCC1C(C)C1(Cl)CC	2.5763959884643555	[2.25,2.75]
C=CC1CCC([SH]=O)C1CCC1CC1	2.5870778560638428	[2.25,2.75]
NC(=O)C1C(CCC2CC2)CCC1C1CC1CCC1CC1	2.604773759841919	[2.25,2.75]
CC(CC1CCC1C=N)NCC1(C)CC1	2.5586118698120117	[2.25,2.75]
CCCCC1CCC(CC2CC2)C1C(C)CCC1CCC1	2.538224220275879	[2.25,2.75]
CC(CCC1CC1)C1CCC1NCC(CC1CC1)C1(Cl)CC1	2.4222304821014404	[2.25,2.75]
C=CCC(CC)C1CCCC1NC=CC	2.5114359855651855	[2.25,2.75]
CC(C)(CC1CCCC1C=N)C1CCCC1	2.527425527572632	[2.25,2.75]
CC(C=N)CCC1(CC2CCC2)CC1C	2.6587796211242676	[2.25,2.75]
CCCC1(CC(C)C(CC2CCCC2)N=NC=O)CC1	2.4721388816833496	[2.25,2.75]
CCCCC=CCC(C)(C)CCCC	2.4979612827301025	[2.25,2.75]
C=CCC1(CC(CC)CCCCC)CC1	2.464259147644043	[2.25,2.75]
C=CCC(C)(C)CC(C=C)CC	2.513199806213379	[2.25,2.75]
CCC(CCC1CCC1)C1(CC=S)CCC1	2.46652889251709	[2.25,2.75]
CCCC(C)(N)CC1CC1CC1CC1	2.584824800491333	[2.25,2.75]
N=CC=CC1(CCCC(=O)C=O)CCC1	2.4814701080322266	[2.25,2.75]
C=CNCC1(NCC(C)(C=C)CCCC)CCC1	2.6450185775756836	[2.25,2.75]
CC1CC1(CC=N)C1CCCC1	2.575277805328369	[2.25,2.75]
C1CC(CCC2CCC2C2CC2CC2CCC2)C1	2.425894260406494	[2.25,2.75]
CC1(CC2CCC2F)CC1	2.4787933826446533	[2.25,2.75]
CC(CC1(CC2CCC2)CCC1)C1CCCC1CC1CC1	2.5861549377441406	[2.25,2.75]
C=CC1C(C=NC2CCCC2C=N)CCC1[SH]=O	2.4632160663604736	[2.25,2.75]
CCCC1CCCC1CC1(C2CCCC2)CCC1	2.5346641540527344	[2.25,2.75]
CCC(CCC1CC1C)CC1(C)CC1	2.375671863555908	[2.25,2.75]
C=CCC1(CCC(C)(C)C)CC1	2.4560742378234863	[2.25,2.75]
CCC1CCC(Cl)C1C1CCCC1NC1CCCC1C=N	2.4662649631500244	[2.25,2.75]
CCCCC1(CC2CCC2)CC1C	2.4442851543426514	[2.25,2.75]
C=CN(N)C1(C(CCC)C2(CS)CCC2)CC1	2.5554957389831543	[2.25,2.75]
C=CC1CCC1C1CCCC1C	2.5538182258605957	[2.25,2.75]
CCCC1(CC)CC1C	2.3778042793273926	[2.25,2.75]
CC1CC1C1CCC1C1CCCC1	2.5270791053771973	[2.25,2.75]
C=CNN=CN=CC(N)(C=C)C=CC=O	2.499701499938965	[2.25,2.75]
CC(C)CC(C)C(CCCCC1(C)CC1)C1CC1	2.5230069160461426	[2.25,2.75]
C=CC(=O)C1C(C)CC1C=C(F)N=NCCC(=O)N(C=C)C1=COCC2(C=C1)CCC2	2.534552812576294	[2.25,2.75]
CCCCC=CCCC1(C)CC1	2.4791505336761475	[2.25,2.75]
CCCCC1(C(CN)C2CC2)CC1C	2.4720282554626465	[2.25,2.75]
CCCCCC(CC)C(CCC1(C)CC1)C(C)N	2.5138306617736816	[2.25,2.75]
CCC1(CCC2(N=N)CC2C)CC1	2.3785336017608643	[2.25,2.75]
CC1CC1(CC1CCC1)CC1CC1	2.4994993209838867	[2.25,2.75]
N=CC1CCC(C2CCC2)C1N=NC1CCC1	2.4654996395111084	[2.25,2.75]
CCCC(CCC1CCC1)C1(CC(C)C)CC1	2.5767881870269775	[2.25,2.75]
C=CNN1C=CC(=O)C(CC)=NC2=C3C(C=C)C1=C1C(C=CC=C2N1C=C)CNN3CC	2.4398393630981445	[2.25,2.75]
CCCCC1CCC(C(C)CN)C1C1C(N)CCC1F	2.5243003368377686	[2.25,2.75]
C=CC1CCCC1CC1(C)CC1	2.5623998641967773	[2.25,2.75]
N=CCC1(CCC(C=O)C2CC2)CCC1	2.5548043251037598	[2.25,2.75]
CC(C)CC1(CCC2CC2)CC1C	2.479161262512207	[2.25,2.75]
CCCCC=CCC1(C)CC1	2.5455055236816406	[2.25,2.75]
CCCCCC1(CC(CC(C)C)C2CC2)CCC1	2.4222359657287598	[2.25,2.75]
O=CNN=CC1CCCC1CC1CCC1	2.522826910018921	[2.25,2.75]
C=CC1CCCC1C1CCC1C	2.520512580871582	[2.25,2.75]
C#CCC(C(C)C1CCCC1)C1(CN)CCC1	2.5706429481506348	[2.25,2.75]
CCCC1(C=CC2CCC2)CCC1	2.5412840843200684	[2.25,2.75]
C#CC(=S)CC(CCC)C1CC1	2.488670825958252	[2.25,2.75]
CCCCCN(NNC)C(=CC(=O)N=CC=N)CC1CCC1	2.5294241905212402	[2.25,2.75]
CC1CCC(Cl)C1CC1(CC2CCC2)CC1	2.418381690979004	[2.25,2.75]
CC1CC1CCC1(C)CC1C	2.492786407470703	[2.25,2.75]
CC1CC1(CCC1CC1)CC1CC1	2.4725966453552246	[2.25,2.75]
C=CC=CC1CC1(N)CN=NC=C	2.5047669410705566	[2.25,2.75]
CCC1C(N)C1CC1(C)CC1	2.3599398136138916	[2.25,2.75]
NCC(CC1(C2CC2)CCC1CC1CCC1)C1CC1	2.572220802307129	[2.25,2.75]
C=CNC=CC=CNC=CC=CC(=CC(=O)C=NCC(C)C)C(=O)C=C	2.5093109607696533	[2.25,2.75]
CC(C)CC(C)(C)CC1(CN)CCC1C1CCCC1	2.4994986057281494	[2.25,2.75]
CCC(CC)C(=O)C1CCC1	2.478266954421997	[2.25,2.75]
CCC1C(CCC2CC2)CCC1CC1CC1C	2.5361952781677246	[2.25,2.75]
C=CCC1(C)C(C)C1CC(=O)NCC1CC1	2.408670425415039	[2.25,2.75]
CCC(CC=N)C1(CSCC2(C)CC2)CCC1	2.4918370246887207	[2.25,2.75]
C=CN=NC(C)(C)CCC	2.460387945175171	[2.25,2.75]
CCCCC1CCC(CC2(C)CC2)C1C	2.4552817344665527	[2.25,2.75]
CC1CC1CC1(CC2CCC(N)C2C=N)CCC1	2.4766039848327637	[2.25,2.75]
CC(CC1CCCC1CCC1CC1)C1(C)CC1	2.471439838409424	[2.25,2.75]
C=CC=CC(=O)C=CN=CC=CC=O	2.424445152282715	[2.25,2.75]
CCC=CCC(NCC)C1CC1	2.501904010772705	[2.25,2.75]
C=CC1CCC(C=NC(CN)(CC=N)C[SH]=O)C1C1CCCC1S	2.3956871032714844	[2.25,2.75]
CCCC(C)CCC(CC1(C)CC1)C1CC1	2.394536018371582	[2.25,2.75]
CCCCC1(N)CCC1CC1(C=N)CCC1N	2.466604709625244	[2.25,2.75]
C=CCC(CC)CC1(C=N)CC1	2.5320539474487305	[2.25,2.75]
CCC(CC(CC1CC1C)C1CC1)C1CC1	2.6104660034179688	[2.25,2.75]
CCCCCC(CC(CC)N=CCC1CCC1)C1CC1	2.501615047454834	[2.25,2.75]
C=CCN=CC=CN(C=C)C(=CCCC=N)N(N)CC1(C)CC1	2.4932377338409424	[2.25,2.75]
C=CC(C)C(F)CC=NC=NN	2.533222198486328	[2.25,2.75]
CCCCC(CC1CC1C)CC1CCCC1C=N	2.5249767303466797	[2.25,2.75]
N=CCC1(CC2(C(C=O)CC=O)CC2)CC1	2.4308338165283203	[2.25,2.75]
CN=CCC1(C=O)CC1C	2.4612884521484375	[2.25,2.75]
CC1CC1CCC1(SC2CCC(Cl)C2C(C)(C)CN)CCC1	2.4800848960876465	[2.25,2.75]
C=CC1(CCC2CC2)CC1	2.515298366546631	[2.25,2.75]
O=CC1CCC1(CCCC1CC1)CC1CCC1	2.4885096549987793	[2.25,2.75]
CCCCCC(CC)N=CC=CC1CCC1	2.4888668060302734	[2.25,2.75]
C=CC(NCC1(C)CC1)=C(N)C=O	2.46181583404541	[2.25,2.75]
CC(C)CC1CC(C(CC=O)C(C)C=O)C1N=NI	2.498950481414795	[2.25,2.75]
FCC1(CC2CCC2)CC1	2.622255563735962	[2.25,2.75]
C=CC1CCCC1C=NCC(C)C	2.550347328186035	[2.25,2.75]
CC(C)CC1(CC2CC2)CC1C	2.5336523056030273	[2.25,2.75]
C=CC(CCCCC)C(C)F	2.499621629714966	[2.25,2.75]
CCCCC(CC)CC(C=O)CCC1CC1C	2.5304319858551025	[2.25,2.75]
CC(C)(CC1C(Br)C(N)CC1C1CCC1N)SCC1CCC1	2.597899913787842	[2.25,2.75]
C=CC1CCCC1NCC1(CCCC2CC2)CC1	2.3703575134277344	[2.25,2.75]
C=CCC(CC=O)C(C)C=CC(=O)C(=O)CCC1CC1	2.6397595405578613	[2.25,2.75]
CCCC1C(C)C1(CNC1CC(C2CC2)C1N)[SH]=O	2.4719443321228027	[2.25,2.75]
C=CC=CC1(CC=O)CCC1	2.500444173812866	[2.25,2.75]
CCCCC1CCCC1C(C)(C)CCC	2.50224232673645	[2.25,2.75]
CCC1CCC1C1(CN)CC1C	2.487730026245117	[2.25,2.75]
CC(C)CC(=O)CC1(CC2(CC#N)CC2)CCC1	2.5365402698516846	[2.25,2.75]
CCCCC(=S)CC(C)C1CCCC1C1CCC1	2.648531436920166	[2.25,2.75]
CCCC(C)C(CC)CC=CC=O	2.584470272064209	[2.25,2.75]
CCC1(CC2CC2)CC1C	2.5296599864959717	[2.25,2.75]
C=CC=CCNNC1(C(C=N)CCC2CCC2)CC1	2.433117389678955	[2.25,2.75]
CCCCC1(CC(N)=O)CC1C1(CN)CCC1C1CCCC1	2.6033294200897217	[2.25,2.75]
C=CNC=NNC(N=CC(=O)C=C(C=C)CC1CCC1)ON	2.4982900619506836	[2.25,2.75]
C=CC1CCCC1CCC(C)CC(CC)CCCC	2.5627083778381348	[2.25,2.75]
CCC(CCC(C)CCC(C=N)C1CC1)CC1(S)CC1	2.4566400051116943	[2.25,2.75]
C=CCC1(CC(CC(C)C)C2CC2)CCC1	2.5231199264526367	[2.25,2.75]
CCC(CCC1(C)CC1)NC(C)C(C=O)CCC(C)C=O	2.573373317718506	[2.25,2.75]
C=COCCC=CC1=CC=CN=CC=CCC(=O)C=C1	2.6383142471313477	[2.25,2.75]
CC1(CC=CC=NO)CC1	2.495577335357666	[2.25,2.75]
CC1CC12CC1CCC(C=CN2)C1N	2.448300361633301	[2.25,2.75]
CCC(CN)C1CCC1CC(C=O)C1CC1	2.4332027435302734	[2.25,2.75]
CC1CC1CC1CCCC1[SH]=O	2.425670623779297	[2.25,2.75]
CCCCCC1(CC2CC2)CC1C	2.5433874130249023	[2.25,2.75]
CC1(C(CC2(CN)CCC2)C2CC2N=N)CC1	2.4335052967071533	[2.25,2.75]
C=CCC(CC)CC(C)(CCC)CC1CCC1	2.498396635055542	[2.25,2.75]
C=CC1=CN=CC1	2.44914174079895	[2.25,2.75]
C=CC(CBr)C(C)CC1(CCC)CCC1	2.5891449451446533	[2.25,2.75]
CCCCCC(C)(C)CC1(CC)CCC1	2.3866729736328125	[2.25,2.75]
CC1CC1CC=NC1(CS)CC1C	2.5946874618530273	[2.25,2.75]
CCC(N)C(=O)C(C1CCC1)C1CCC1C=O	2.4686481952667236	[2.25,2.75]
CC(C)CC1C(C=CO)C(N)CC1C1CCCC1	2.5142457485198975	[2.25,2.75]
CCCCC(CCC)(CCC(C)[SH]=O)CC1CCC1	2.585428237915039	[2.25,2.75]
CC(N)=CC(=CN)C1=NC(=O)CN1	2.6006247997283936	[2.25,2.75]
C=CCC(C)(CCCC)CCC(CC)C1CCCC1	2.4699974060058594	[2.25,2.75]
C=CC(=NN)SC(CC)CCC(C1CCCC1)C(C)[SH]=O	2.4339468479156494	[2.25,2.75]
CCCCC1(CN=NCC2(S)CCC2)C(C)C1Br	2.5394649505615234	[2.25,2.75]
CC1C(C=NS)C1(C=CC=NC1C(C=O)CC1C(=O)C1CCCC1C=O)CN	2.424013137817383	[2.25,2.75]
CCCN(C=CC(=CC=N)C(C)=S)NNC	2.594176769256592	[2.25,2.75]
CC1(CC=CCC2CCC2)CC1	2.5073132514953613	[2.25,2.75]
CC1(CCC(C=O)C2CC2)CC1	2.537693738937378	[2.25,2.75]
CCCC=C(C=CCl)C1(CN)CCC1	2.5847890377044678	[2.25,2.75]
C=CCC(C)C1(CCC2CCC2)CC1	2.5203628540039062	[2.25,2.75]
C=CNC1(C(CNC2CC2)CC2(C)CC2)CC1	2.416559934616089	[2.25,2.75]
C=CC=NSCC1(CC=NC=O)CC1	2.477633237838745	[2.25,2.75]
CCC(CC(C)F)CC(CC1CCC1)CC1CCCC1N	2.5158419609069824	[2.25,2.75]
CC1C(CC2(CC(C)(C)C)CCC2)C1(N)CN	2.4697577953338623	[2.25,2.75]
CC(C)(CCC(CCC1CC1)C1(S)CC1)CC(N)C1CC1	2.496443748474121	[2.25,2.75]
C=CC=CC(CCC)=NC=O	2.5308499336242676	[2.25,2.75]
CC(C)CC(CC#N)C1(NCC(S)C2CC2)CC1C=O	2.5601840019226074	[2.25,2.75]
CCCCC1CC1(CC=O)CC(=O)Cl	2.416569948196411	[2.25,2.75]
NC(=CC1CCC1)NC=CC1CCCC1	2.354025363922119	[2.25,2.75]
O=CC=CCC1(CC2CC2)CC1	2.5920724868774414	[2.25,2.75]
C=CNC1CC1CC(C=CC=N)C1CC1	2.527503490447998	[2.25,2.75]
CCCC1(C2CCCC2CC2CCC2)CCC1	2.5081143379211426	[2.25,2.75]
CC1CCCC1CC1(C=N)CC1	2.5204050540924072	[2.25,2.75]
CC1CC1CCC(CC1(C)CC1)C1CC1	2.438046455383301	[2.25,2.75]
CN1C=C(C(C=CN(N)F)=CC=O)C(=O)C=CNCNC2C(N)N1N2C=N	2.33906888961792	[2.25,2.75]
C=CC=CCCC(C)CC	2.620680093765259	[2.25,2.75]
CCCCC(C)(CC=N)CC(C)CC1CC1C	2.475914239883423	[2.25,2.75]
CCCC(C)(CC(CC)CC)CC1CCCC1	2.557755947113037	[2.25,2.75]
C=CC(C)(C)CC(CC)CI	2.6388349533081055	[2.25,2.75]
C=CCC(NCC1(C)CC1)C(C)C1CCC1	2.472745418548584	[2.25,2.75]
N=CC=NC1(CC2(CCCC3CC3)CCC2)CC1	2.518476724624634	[2.25,2.75]
CC(C)C(N)CC1CC1CC1CC1	2.5216424465179443	[2.25,2.75]
CCC(C)CC=NC1CCC1CC1(C)CC1	2.4523417949676514	[2.25,2.75]
C=CC1CCC1C(C)CNNC=O	2.6809678077697754	[2.25,2.75]
CC(C)CCC1(CC(N)C(C=N)CC(C)C=N)CCC1C1CCCC1	2.5066146850585938	[2.25,2.75]
CC(CCC1(CC2CC2C)CCC1)C1CC1	2.5816054344177246	[2.25,2.75]
CCCCN=CC=CCC1CC1C	2.584059953689575	[2.25,2.75]
CC=CCC(S)CC(=O)C1=CC(=O)C(C2CC2)CNC=N1	2.563814163208008	[2.25,2.75]
C=CN=CC(=CC=N)N1C=CCN1	2.545787811279297	[2.25,2.75]
CCCCC(CC)CC(C)(C)CC1CCCC1C	2.4645814895629883	[2.25,2.75]
C=CN(N)C(C)CC1CCC1(CS)CC1(NN)CC1	2.4828357696533203	[2.25,2.75]
CCOC1CCC1C1C(C)CCC1CC(C)C1CC1	2.4456305503845215	[2.25,2.75]
CCCC=CC(CC1CC1)C1CC1	2.4940810203552246	[2.25,2.75]
CCCC(=CCCC1CC1)CC(C)C	2.48988676071167	[2.25,2.75]
CCC(C=O)CC(CCCN)C(C)C1CC1C=S	2.6095738410949707	[2.25,2.75]
N=CC(CC=CCC1CCC1)C1CC1	2.5841097831726074	[2.25,2.75]
CCCCC1CCCC1C1C(C(CN)C2CC2)CC(CCC)C1NN	2.5265350341796875	[2.25,2.75]
N#CCC1(CC2CCCC2CCCC2CC2)CC1	2.5286905765533447	[2.25,2.75]
CCCC(C)(C)C1CCC1CC1CCC1	2.591444492340088	[2.25,2.75]
CC(N)CC1(CC2CCCC2C(=O)C=O)C(N)C1(C)N	2.6042418479919434	[2.25,2.75]
CCCCCC(C)(C)C1C(C)CC(N)C1S	2.512030839920044	[2.25,2.75]
NCC(C1CCCC1C1CCCC1)C1(C=O)CC1	2.4798989295959473	[2.25,2.75]
C#CCC1(C)CC1	2.415534019470215	[2.25,2.75]
C=CC1C(C=S)CC(C2CC2C(N)=S)C1NCC(C=CNCN)CN	2.5099172592163086	[2.25,2.75]
C=CNC1C(CN(CC)C(=O)CC2(C)CCC2)C(N)=C(C=C)N1C(=O)C=N	2.479173421859741	[2.25,2.75]
CC1CC1(C=O)CCN=CCC1CCC1	2.4318177700042725	[2.25,2.75]
C=CCC(N)=CCC1CCC1	2.5005993843078613	[2.25,2.75]
N=CC=CC1C(C=O)C(O)C1C1CCC1N	2.5735344886779785	[2.25,2.75]
CC(C)CCC(C)(C)CC1(C)CC1	2.3605663776397705	[2.25,2.75]
CCC(CCC1CC1)CC1CCCC1CC1(C)CC1	2.576763153076172	[2.25,2.75]
CC1(C)CC2CCC2C=N1	2.6598267555236816	[2.25,2.75]
C=CCC1(CC=NC2CCC(NC=C)C2Cl)CC1	2.4788317680358887	[2.25,2.75]
CC(C(CC=N)C1CCCC1)C(CC=O)C1CC1	2.4845128059387207	[2.25,2.75]
CC1CC1CCC(C)(CO)C1CCC1	2.511963367462158	[2.25,2.75]
C=CC1(CCC2CCC2)CC1	2.4877099990844727	[2.25,2.75]
CC1C(C=N)C1(S)CC1CCCC1	2.4481537342071533	[2.25,2.75]
C1CC(CC2(CC3CCCC3C3CCCC3)CCC2)C1	2.379509449005127	[2.25,2.75]
CCC(CCC1CC1C)CC(CC)C(CC)CC=N	2.5147550106048584	[2.25,2.75]
CC1(CC2CC2C=N)CC1	2.4569573402404785	[2.25,2.75]
C=CC(C)C(CCC)C1CCCC1C	2.5870203971862793	[2.25,2.75]
CCCC1(S)CC1CC(CC)OCC1(C=O)CC1	2.5865039825439453	[2.25,2.75]
C=CCC(CC)C1CC1CCCC	2.467757225036621	[2.25,2.75]
CCCC(C1CC1)C1(CN)CC1C1CCCC1	2.344327449798584	[2.25,2.75]
C=CC(CCC1(C)CCC1)C(C)CC1CCC1	2.511277914047241	[2.25,2.75]
CCCC1CCC(CC2(N)CCC2)C1CC1CC1	2.447613000869751	[2.25,2.75]
C=CC=CC=CCC=O	2.5493149757385254	[2.25,2.75]
CC1CC1CCC1(C=CC=N)CCC1	2.533328056335449	[2.25,2.75]
CCC(C)(C)CC(C=N)CCCC1(N)CC1C	2.6403613090515137	[2.25,2.75]
CCCC1CC(CC(C)C)C1CC1CC1	2.4097516536712646	[2.25,2.75]
C=CCC1(CC(C=O)=CC(=O)CC)CC1	2.497997999191284	[2.25,2.75]
CC1(CC=CCC2CC2)CC1	2.5349016189575195	[2.25,2.75]
CC(C)CC1(CC=O)CC1C1CCCC1	2.4759199619293213	[2.25,2.75]
CCC1CCCC1C1CCCC1C=O	2.5184478759765625	[2.25,2.75]
C=CC1CCC1(C=C)CN	2.6032376289367676	[2.25,2.75]
N=CSC=CC1(CC2CCCC2)CC1	2.488088607788086	[2.25,2.75]
CCCC1CCC1C(C)(C)CC(=O)CCC1CC1	2.4353818893432617	[2.25,2.75]
C=CCC(C)CC1(CC(C=S)C2CC2)CCC1	2.487427234649658	[2.25,2.75]
C=CNC1=NC(=O)CC1C=CC1=C(C=N)NC=CC(=O)N1	2.540693998336792	[2.25,2.75]
CCCCC1CCCC1C(=O)CC(F)C1CC1	2.571443796157837	[2.25,2.75]
C=CC1(C(N)CCC2CCC2)CC1	2.5071873664855957	[2.25,2.75]
CCCC(C)C1CCCC1CC1(C)CC1	2.599862575531006	[2.25,2.75]
C=CCC1(CC2CC2)CCC1C	2.5002808570861816	[2.25,2.75]
C=CCCC(C=C)CCC1(C=CN)CCC1	2.5624890327453613	[2.25,2.75]
C=CC(CC1CCCC1CCCC)C1CC1	2.4894533157348633	[2.25,2.75]
CC(C)CC1CCCC1CC1(CC=O)CC1	2.2928457260131836	[2.25,2.75]
C=CC(=S)C1CCCC1C=C	2.4985969066619873	[2.25,2.75]
CCC(CF)CCCC(C)(C)CC	2.4884400367736816	[2.25,2.75]
CC1CC1CC(CCC1(C)CC1)C1CC1	2.461634874343872	[2.25,2.75]
CCCC(CCC(CCC(F)CC)C1CCC1)C1CC1	2.4834940433502197	[2.25,2.75]
C=CCC1(N)CC1C1CC1	2.511549949645996	[2.25,2.75]
C(=CC1CCC1CCC1CC1)CC1CC1	2.426265239715576	[2.25,2.75]
C=CCC(CC)C1CCCC1C=O	2.5177314281463623	[2.25,2.75]
FC#CCCCCl	2.5358262062072754	[2.25,2.75]
C#CCCNCC(C)(CC=C)CC(C)C	2.5396721363067627	[2.25,2.75]
CC(C)(CCC1(C)CC1)CC1CCCC1CC1CCC1	2.67107892036438	[2.25,2.75]
NC1CC(CCC2CCC2)(CC2CC2)C1C1(CS)CCC1	2.424680471420288	[2.25,2.75]
C(=CC1CCCC1CC1CC1)C1CCC1	2.5781450271606445	[2.25,2.75]
CC1(CC2(CSC3CCCC3C=N)CCC2N)CC1	2.4981281757354736	[2.25,2.75]
C=CC1CCCC1CC(CC)C1CCCC1	2.44340443611145	[2.25,2.75]
CCCCC1CCCC1C1CCCC1C(C)CBr	2.526853561401367	[2.25,2.75]
CC(=S)C1CC1(C=O)CI	2.421841621398926	[2.25,2.75]
CCCC1(C=O)CC(C2CCC2)C1Cl	2.614544630050659	[2.25,2.75]
CCC(C)CC1(CCC(C)C)CC1	2.4617583751678467	[2.25,2.75]
CC1(CC(CC=CN=NCC=N)C2CC2)CC1	2.5460143089294434	[2.25,2.75]
CC(C)CC1(CC2CCCC2)CC1C	2.510435104370117	[2.25,2.75]
C=CCCC1(C(C)CC(=O)C=C)CC1	2.675497531890869	[2.25,2.75]
